Time [UTC], Temp OB [C], Temp RTC [C], Bat [V], Distace [mm], Pressure Atmos [mBar], Humidity [%], Temp Atmos [C],
2019/03/11 21:10:01,1.96,3.75,4.27,1567,993.95,47.07,3.40,
2019/03/11 21:11:01,1.96,3.75,4.32,1567,993.95,48.10,3.52,
2019/03/11 21:12:01,1.96,4.00,4.32,1566,993.97,46.36,3.07,
2019/03/11 21:13:01,1.96,3.75,4.32,1568,993.89,47.74,3.62,
2019/03/11 21:14:01,1.96,4.00,4.32,1570,993.88,48.32,3.18,
2019/03/11 21:15:01,1.96,3.75,4.27,1567,993.92,47.59,3.42,
2019/03/11 21:16:01,2.08,4.00,4.35,1566,993.86,48.32,3.32,
2019/03/11 21:17:01,2.08,4.00,4.34,1568,993.87,48.87,3.83,
2019/03/11 21:18:01,2.08,4.00,4.30,1568,993.89,47.29,3.34,
2019/03/11 21:19:01,2.08,4.00,4.31,1570,993.89,48.83,3.79,
2019/03/11 21:20:01,2.08,4.00,4.30,1567,993.85,49.91,3.46,
2019/03/11 21:21:01,2.08,4.00,4.35,1568,993.79,51.00,3.51,
2019/03/11 21:22:01,2.08,4.00,4.35,1569,993.84,50.06,3.38,
2019/03/11 21:23:01,2.08,4.00,4.35,1570,993.81,49.08,3.75,
2019/03/11 21:24:01,2.08,4.00,4.30,1570,993.80,47.47,3.56,
2019/03/11 21:25:01,2.08,4.00,4.35,1569,993.83,47.11,3.62,
2019/03/11 21:26:01,2.19,4.00,4.09,1570,993.77,46.96,3.65,
2019/03/11 21:27:01,2.19,4.00,4.32,1570,993.73,46.73,3.79,
2019/03/11 21:28:01,2.19,4.00,4.09,1570,993.68,46.33,4.18,
2019/03/11 21:29:01,2.19,4.00,4.09,1571,993.66,46.02,3.50,
2019/03/11 21:30:01,2.19,4.00,4.32,1568,993.63,47.40,3.57,
2019/03/11 21:31:01,2.19,4.00,4.37,1568,993.65,47.50,3.29,
2019/03/11 21:32:01,2.19,4.00,4.37,1567,993.62,49.70,3.28,
2019/03/11 21:33:01,2.19,4.00,4.36,1567,993.63,49.41,3.19,
2019/03/11 21:34:01,2.19,4.00,4.36,1567,993.69,48.07,3.37,
2019/03/11 21:35:01,2.19,4.00,4.09,1569,993.66,47.46,3.34,
2019/03/11 21:36:01,2.19,4.00,4.09,1566,993.68,46.34,3.27,
2019/03/11 21:37:01,2.19,4.00,4.09,1567,993.64,48.33,3.42,
2019/03/11 21:38:01,2.19,4.00,4.09,1565,993.66,47.75,3.09,
2019/03/11 21:39:01,2.19,4.00,4.32,1567,993.56,47.99,3.10,
2019/03/11 21:40:01,2.19,4.00,4.09,1566,993.60,48.77,3.30,
2019/03/11 21:41:01,2.19,4.00,4.09,1566,993.54,48.27,3.35,
2019/03/11 21:42:01,2.19,4.00,4.36,1565,993.47,47.91,3.04,
2019/03/11 21:43:01,2.19,4.00,4.36,1565,993.50,48.63,2.91,
2019/03/11 21:44:01,2.19,4.00,4.09,1564,993.42,48.62,2.93,
2019/03/11 21:45:01,2.08,4.00,4.30,1566,993.44,48.21,2.91,
2019/03/11 21:46:01,2.08,4.00,4.30,1565,993.39,49.51,3.19,
2019/03/11 21:47:01,2.08,4.00,4.35,1567,993.43,47.83,3.79,
2019/03/11 21:48:01,2.08,4.00,4.30,1567,993.44,50.05,4.04,
2019/03/11 21:49:01,2.08,4.00,4.34,1567,993.44,46.69,3.58,
2019/03/11 21:50:01,2.08,4.00,4.30,1566,993.42,47.36,2.57,
2019/03/11 21:51:01,2.19,4.00,4.32,1564,993.37,50.00,2.93,
2019/03/11 21:52:01,2.08,4.00,4.34,1568,993.39,49.49,3.41,
2019/03/11 21:53:01,2.08,4.00,4.35,1567,993.40,48.84,3.16,
2019/03/11 21:54:01,2.08,4.00,4.34,1567,993.38,49.49,2.68,
2019/03/11 21:55:01,2.08,4.00,4.35,1567,993.43,51.68,2.66,
2019/03/11 21:56:01,2.08,4.00,4.30,1566,993.43,51.80,3.25,
2019/03/11 21:57:01,2.08,3.75,4.35,1565,993.42,49.53,2.92,
2019/03/11 21:58:01,2.08,4.00,4.35,1564,993.41,48.72,3.06,
2019/03/11 21:59:01,2.08,4.00,4.31,1567,993.42,47.09,3.71,
2019/03/11 22:00:01,2.08,4.00,4.35,1567,993.39,47.64,4.33,
2019/03/11 22:01:01,2.08,4.00,4.34,1567,993.38,47.26,4.41,
2019/03/11 22:02:01,2.19,4.00,4.32,1567,993.31,48.89,4.44,
2019/03/11 22:03:01,2.19,4.00,4.36,1569,993.31,47.94,4.63,
2019/03/11 22:04:01,2.31,4.00,4.36,1568,993.33,47.08,4.08,
2019/03/11 22:05:01,2.31,4.00,4.16,1563,993.39,48.97,3.60,
2019/03/11 22:06:01,2.31,4.00,4.36,1567,993.33,50.11,3.88,
2019/03/11 22:07:01,2.31,4.00,4.16,1569,993.39,48.36,3.67,
2019/03/11 22:08:01,2.31,4.25,4.36,1566,993.42,48.98,3.53,
2019/03/11 22:09:01,2.31,4.25,4.16,1566,993.40,49.67,3.65,
2019/03/11 22:10:01,2.31,4.00,4.16,1565,993.50,50.19,3.34,
2019/03/11 22:11:01,2.31,4.00,4.36,1566,993.45,49.53,3.46,
2019/03/11 22:12:01,2.31,4.00,4.36,1564,993.51,48.96,3.27,
2019/03/11 22:13:01,2.31,4.00,4.16,1566,993.51,49.82,3.18,
2019/03/11 22:14:01,2.19,4.25,4.09,1565,993.42,51.40,2.99,
2019/03/11 22:15:01,2.19,4.00,4.36,1564,993.47,52.60,3.13,
2019/03/11 22:16:01,2.19,4.00,4.32,1564,993.47,50.77,2.96,
2019/03/11 22:17:01,2.19,4.00,4.09,1566,993.54,50.26,2.84,
2019/03/11 22:18:01,2.19,4.00,4.32,1564,993.52,49.71,2.84,
2019/03/11 22:19:01,2.19,4.00,4.08,1568,993.47,51.20,3.17,
2019/03/11 22:20:01,2.08,4.00,4.35,1565,993.48,52.54,3.25,
2019/03/11 22:21:01,2.08,4.00,4.30,1564,993.45,50.71,2.47,
2019/03/11 22:22:01,2.08,3.75,4.34,1564,993.42,51.20,2.50,
2019/03/11 22:23:01,2.08,4.00,4.29,1563,993.38,53.18,2.44,
2019/03/11 22:24:01,1.96,3.75,4.32,1565,993.38,51.46,2.62,
2019/03/11 22:25:01,1.96,3.75,4.32,1564,993.33,50.06,2.69,
2019/03/11 22:26:01,1.84,3.75,4.27,1564,993.44,50.20,2.99,
2019/03/11 22:27:01,1.84,3.75,4.28,1566,993.48,49.43,2.75,
2019/03/11 22:28:01,1.84,3.75,4.28,1565,993.39,50.76,2.46,
2019/03/11 22:29:01,1.84,3.75,4.21,1564,993.43,52.38,2.12,
2019/03/11 22:30:01,1.72,3.50,4.20,1564,993.45,51.63,2.17,
2019/03/11 22:31:01,1.72,3.50,4.25,1566,993.41,51.16,2.43,
2019/03/11 22:32:01,1.61,3.50,4.24,1564,993.36,49.29,2.59,
2019/03/11 22:33:01,1.61,3.25,4.24,1563,993.41,51.55,2.36,
2019/03/11 22:34:01,1.61,3.50,4.24,1565,993.44,51.75,2.43,
2019/03/11 22:35:01,1.61,3.25,4.17,1565,993.43,51.64,2.44,
2019/03/11 22:36:01,1.61,3.25,4.23,1562,993.43,50.73,2.34,
2019/03/11 22:37:01,1.49,3.25,4.20,1564,993.45,50.65,2.07,
2019/03/11 22:38:01,1.49,3.25,4.20,1562,993.45,52.51,2.05,
2019/03/11 22:39:01,1.37,3.25,4.33,1564,993.45,53.50,1.74,
2019/03/11 22:40:01,1.37,3.25,4.33,1563,993.36,53.31,1.90,
2019/03/11 22:41:01,1.37,3.25,4.10,1562,993.39,54.42,2.13,
2019/03/11 22:42:01,1.25,3.00,4.31,1564,993.37,51.94,2.19,
2019/03/11 22:43:01,1.25,3.00,4.25,1564,993.39,53.70,1.93,
2019/03/11 22:44:01,1.25,3.00,4.31,1564,993.37,52.87,1.58,
2019/03/11 22:45:01,1.25,3.00,4.31,1562,993.37,54.66,1.31,
2019/03/11 22:46:01,1.14,3.00,4.34,1562,993.40,56.17,1.45,
2019/03/11 22:47:01,1.02,3.00,4.29,1563,993.36,53.21,1.53,
2019/03/11 22:48:01,1.02,2.75,4.34,1563,993.38,53.25,1.27,
2019/03/11 22:49:01,1.02,2.75,4.34,1562,993.41,54.43,1.18,
2019/03/11 22:50:01,0.90,2.75,4.23,1563,993.43,53.94,1.12,
2019/03/11 22:51:01,0.78,2.50,4.21,1562,993.44,55.22,1.17,
2019/03/11 22:52:01,0.78,2.50,4.28,1562,993.48,55.26,1.16,
2019/03/11 22:53:01,0.66,2.50,4.26,1562,993.41,56.48,1.31,
2019/03/11 22:54:01,0.66,2.50,4.32,1563,993.43,54.98,1.53,
2019/03/11 22:55:01,0.66,2.50,4.32,1562,993.48,55.24,1.40,
2019/03/11 22:56:01,0.54,2.50,4.29,1562,993.43,54.60,0.94,
2019/03/11 22:57:01,0.54,2.25,4.23,1560,993.48,56.67,0.87,
2019/03/11 22:58:01,0.54,2.25,4.29,1562,993.36,56.27,0.96,
2019/03/11 22:59:01,0.42,2.25,4.11,1562,993.35,56.27,0.89,
2019/03/11 23:00:01,0.42,2.25,4.11,1561,993.36,56.19,0.66,
2019/03/11 23:01:01,0.30,2.25,4.31,1561,993.32,56.46,0.84,
2019/03/11 23:02:01,0.30,2.00,4.25,1561,993.34,55.56,0.59,
2019/03/11 23:03:01,0.30,2.00,4.31,1559,993.41,57.79,0.57,
2019/03/11 23:04:01,0.18,2.00,4.35,1560,993.43,56.73,0.68,
2019/03/11 23:05:01,0.18,2.00,4.15,1560,993.48,57.42,0.64,
2019/03/11 23:06:01,0.06,2.00,4.26,1560,993.44,55.72,0.47,
2019/03/11 23:07:01,0.06,1.75,4.31,1560,993.42,57.42,0.38,
2019/03/11 23:08:01,-0.06,1.75,4.25,1560,993.38,56.88,0.41,
2019/03/11 23:09:01,-0.06,1.75,4.25,1562,993.41,56.73,0.21,
2019/03/11 23:10:01,-0.06,1.75,4.18,1560,993.41,58.50,0.14,
2019/03/11 23:11:01,-0.18,1.75,4.23,1559,993.39,59.01,0.06,
2019/03/11 23:12:01,-0.18,1.75,4.23,1560,993.45,57.99,0.02,
2019/03/11 23:13:01,-0.30,1.50,4.34,1560,993.46,57.27,-0.07,
2019/03/11 23:14:01,-0.30,1.50,4.29,1559,993.39,57.76,-0.14,
2019/03/11 23:15:01,-0.42,1.50,4.23,1559,993.37,58.92,-0.15,
2019/03/11 23:16:01,-0.54,1.50,4.31,1559,993.37,57.92,-0.20,
2019/03/11 23:17:01,-0.54,1.25,4.07,1560,993.37,58.59,-0.37,
2019/03/11 23:18:01,-0.66,1.25,4.25,1559,993.33,58.47,-0.35,
2019/03/11 23:19:01,-0.66,1.25,4.24,1560,993.28,58.63,-0.41,
2019/03/11 23:20:01,-0.78,1.25,4.20,1558,993.30,58.83,-0.50,
2019/03/11 23:21:01,-0.91,1.00,4.35,1559,993.25,61.47,-0.54,
2019/03/11 23:22:01,-0.91,1.00,4.30,1559,993.23,59.34,-0.58,
2019/03/11 23:23:01,-1.03,1.00,4.32,1558,993.34,59.57,-0.52,
2019/03/11 23:24:01,-1.03,0.75,4.32,1560,993.28,58.53,-0.56,
2019/03/11 23:25:01,-1.15,0.75,4.14,1559,993.32,59.02,-0.59,
2019/03/11 23:26:01,-1.15,0.75,4.14,1559,993.31,60.90,-0.61,
2019/03/11 23:27:01,-1.15,0.75,4.13,1559,993.29,59.14,-0.65,
2019/03/11 23:28:01,-1.27,0.75,4.09,1559,993.30,59.58,-0.69,
2019/03/11 23:29:01,-1.27,0.50,4.09,1560,993.24,61.04,-0.73,
2019/03/11 23:30:01,-1.27,0.50,4.08,1557,993.31,60.05,-0.77,
2019/03/11 23:31:01,-1.39,0.50,4.18,1559,993.24,61.17,-0.80,
2019/03/11 23:32:01,-1.39,0.50,4.18,1558,993.22,61.17,-0.92,
2019/03/11 23:33:01,-1.52,0.50,4.29,1560,993.21,61.04,-0.99,
2019/03/11 23:34:01,-1.52,0.50,4.29,1557,993.13,59.38,-1.02,
2019/03/11 23:35:01,-1.52,0.25,4.29,1558,993.14,59.72,-1.06,
2019/03/11 23:36:01,-1.64,0.25,4.10,1559,993.17,59.98,-1.12,
2019/03/11 23:37:01,-1.76,0.25,4.27,1559,993.20,59.77,-1.04,
2019/03/11 23:38:01,-1.76,0.25,4.27,1557,993.18,60.79,-1.03,
2019/03/11 23:39:01,-1.76,0.25,4.20,1558,993.18,60.22,-1.10,
2019/03/11 23:40:01,-1.89,0.25,4.13,1559,993.17,58.53,-1.16,
2019/03/11 23:41:01,-1.89,0.00,4.03,1558,993.15,60.31,-1.19,
2019/03/11 23:42:01,-2.01,0.00,4.14,1558,993.17,60.85,-1.30,
2019/03/11 23:43:01,-2.01,0.00,4.15,1558,993.19,59.25,-1.34,
2019/03/11 23:44:01,-2.14,0.00,4.29,1557,993.19,60.65,-1.35,
2019/03/11 23:45:01,-2.14,254.25,4.23,1557,993.19,59.92,-1.38,
2019/03/11 23:46:01,-2.26,254.25,4.32,1557,993.24,60.04,-1.36,
2019/03/11 23:47:01,-2.26,254.25,4.26,1559,993.13,61.78,-1.46,
2019/03/11 23:48:01,-2.26,254.25,4.32,1558,993.17,60.97,-1.54,
2019/03/11 23:49:01,-2.38,254.50,4.18,1557,993.15,61.13,-1.61,
2019/03/11 23:50:01,-2.51,254.50,4.22,1559,993.18,64.82,-1.71,
2019/03/11 23:51:01,-2.51,254.50,4.21,1557,993.15,62.33,-1.82,
2019/03/11 23:52:01,-2.51,254.50,4.14,1557,993.14,62.48,-1.88,
2019/03/11 23:53:01,-2.63,254.50,4.31,1557,993.18,62.35,-1.94,
2019/03/11 23:54:01,-2.76,254.75,4.25,1557,993.16,64.52,-1.98,
2019/03/11 23:55:01,-2.76,254.75,4.25,1558,993.15,64.27,-2.01,
2019/03/11 23:56:01,-2.88,254.75,4.32,1558,993.17,63.96,-2.08,
2019/03/11 23:57:01,-3.01,255.00,4.11,1556,993.14,64.01,-2.05,
2019/03/11 23:58:01,-3.01,254.75,4.12,1556,993.15,63.89,-2.04,
2019/03/11 23:59:01,-3.14,255.00,4.05,1557,993.15,63.96,-2.03,
2019/03/12 00:00:01,-3.14,255.00,4.14,1556,993.10,63.81,-2.05,
2019/03/12 00:01:01,-3.26,253.25,4.12,1557,993.11,64.29,-2.02,
2019/03/12 00:02:01,-3.26,253.25,4.12,1558,993.12,63.74,-2.02,
2019/03/12 00:03:01,-3.26,253.25,4.12,1557,993.12,64.88,-2.08,
2019/03/12 00:04:01,-3.39,253.25,4.32,1557,993.09,64.42,-2.12,
2019/03/12 00:05:01,-3.39,253.25,4.27,1556,993.10,65.73,-2.20,
2019/03/12 00:06:01,-3.52,253.50,4.31,1557,993.11,65.37,-2.24,
2019/03/12 00:07:01,-3.52,253.25,4.05,1558,993.10,65.71,-2.22,
2019/03/12 00:08:01,-3.52,253.50,4.05,1557,993.06,65.86,-2.27,
2019/03/12 00:09:01,-3.64,253.50,4.11,1556,993.14,64.83,-2.30,
2019/03/12 00:10:01,-3.64,253.50,4.03,1557,993.09,65.31,-2.29,
2019/03/12 00:11:01,-3.77,253.50,4.15,1558,993.09,65.62,-2.34,
2019/03/12 00:12:01,-3.77,253.75,4.16,1561,993.12,66.33,-2.32,
2019/03/12 00:13:01,-3.77,253.75,4.06,1558,993.14,66.79,-2.44,
2019/03/12 00:14:01,-3.90,253.75,4.26,1558,993.18,67.10,-2.51,
2019/03/12 00:15:01,-3.90,253.75,4.20,1556,993.22,67.89,-2.56,
2019/03/12 00:16:01,-4.02,253.75,4.15,1557,993.21,67.96,-2.56,
2019/03/12 00:17:01,-4.02,254.00,4.06,1557,993.25,68.00,-2.60,
2019/03/12 00:18:01,-4.02,254.00,4.15,1556,993.29,67.86,-2.58,
2019/03/12 00:19:01,-4.15,254.00,4.27,1557,993.34,68.09,-2.62,
2019/03/12 00:20:01,-4.15,254.00,4.32,1558,993.27,68.58,-2.72,
2019/03/12 00:21:01,-4.28,254.00,4.23,1559,993.29,69.39,-2.80,
2019/03/12 00:22:01,-4.28,252.25,4.16,1558,993.32,70.19,-2.89,
2019/03/12 00:23:01,-4.41,252.25,4.15,1558,993.32,70.01,-2.96,
2019/03/12 00:24:01,-4.41,252.25,4.23,1557,993.33,70.21,-3.04,
2019/03/12 00:25:01,-4.54,252.25,4.02,1559,993.42,71.50,-3.06,
2019/03/12 00:26:01,-4.54,252.25,4.02,1557,993.42,71.09,-3.08,
2019/03/12 00:27:01,-4.67,252.50,4.22,1556,993.42,70.58,-2.91,
2019/03/12 00:28:01,-4.67,252.50,4.16,1557,993.48,71.11,-2.94,
2019/03/12 00:29:01,-4.67,252.50,4.23,1555,993.40,71.12,-2.98,
2019/03/12 00:30:01,-4.80,252.50,4.25,1559,993.37,72.23,-2.96,
2019/03/12 00:31:01,-4.80,252.50,4.25,1557,993.38,71.50,-2.85,
2019/03/12 00:32:01,-4.80,252.50,4.31,1557,993.35,71.85,-2.86,
2019/03/12 00:33:01,-4.93,252.75,4.23,1558,993.34,72.83,-2.97,
2019/03/12 00:34:01,-4.80,252.75,4.30,1558,993.37,73.39,-3.07,
2019/03/12 00:35:01,-4.93,252.75,4.29,1558,993.39,73.52,-3.15,
2019/03/12 00:36:01,-4.93,252.75,4.23,1557,993.39,73.89,-3.18,
2019/03/12 00:37:01,-5.06,252.75,4.32,1558,993.43,74.05,-3.17,
2019/03/12 00:38:01,-5.06,252.75,4.32,1555,993.43,74.49,-3.20,
2019/03/12 00:39:01,-5.06,252.75,4.32,1559,993.36,74.52,-3.26,
2019/03/12 00:40:01,-5.06,253.00,4.27,1557,993.38,74.16,-3.33,
2019/03/12 00:41:01,-5.19,253.00,4.25,1557,993.46,74.97,-3.34,
2019/03/12 00:42:01,-5.19,253.00,4.07,1557,993.45,74.58,-3.29,
2019/03/12 00:43:01,-5.19,253.00,4.31,1558,993.43,75.69,-3.31,
2019/03/12 00:44:01,-5.32,253.00,4.18,1557,993.43,75.52,-3.36,
2019/03/12 00:45:01,-5.32,251.25,4.09,1557,993.41,75.89,-3.40,
2019/03/12 00:46:01,-5.32,251.25,4.09,1559,993.49,76.29,-3.48,
2019/03/12 00:47:01,-5.45,251.25,4.13,1559,993.54,76.98,-3.59,
2019/03/12 00:48:01,-5.45,251.25,4.20,1557,993.52,76.86,-3.69,
2019/03/12 00:49:01,-5.45,251.25,4.14,1557,993.53,77.00,-3.67,
2019/03/12 00:50:01,-5.45,251.25,4.20,1559,993.48,78.19,-3.75,
2019/03/12 00:51:01,-5.58,251.50,4.32,1557,993.60,78.39,-3.85,
2019/03/12 00:52:01,-5.71,251.50,4.18,1557,993.51,78.68,-3.88,
2019/03/12 00:53:01,-5.71,251.50,4.25,1560,993.61,79.36,-3.95,
2019/03/12 00:54:01,-5.71,251.50,4.25,1558,993.55,79.04,-4.04,
2019/03/12 00:55:01,-5.85,251.50,4.29,1554,993.49,80.16,-4.15,
2019/03/12 00:56:01,-5.85,251.50,4.23,1557,993.51,79.59,-4.19,
2019/03/12 00:57:01,-5.98,251.75,4.08,1557,993.56,79.75,-4.19,
2019/03/12 00:58:01,-5.98,251.75,4.09,1559,993.67,81.43,-4.18,
2019/03/12 00:59:01,-5.98,251.75,4.32,1557,993.62,81.09,-4.15,
2019/03/12 01:00:01,-6.11,251.75,4.14,1558,993.64,80.66,-4.19,
2019/03/12 01:01:01,-6.11,251.75,4.13,1557,993.67,80.00,-4.16,
2019/03/12 01:02:01,-6.11,251.75,4.14,1556,993.65,80.37,-4.20,
2019/03/12 01:03:01,-6.11,251.75,4.13,1558,993.60,81.08,-4.20,
2019/03/12 01:04:01,-6.24,252.00,4.06,1556,993.56,80.78,-4.28,
2019/03/12 01:05:01,-6.24,252.00,4.07,1558,993.61,81.69,-4.31,
2019/03/12 01:06:01,-6.24,252.00,4.16,1556,993.56,81.80,-4.34,
2019/03/12 01:07:01,-6.38,250.25,4.04,1559,993.56,82.18,-4.34,
2019/03/12 01:08:01,-6.38,250.25,4.05,1557,993.59,82.07,-4.36,
2019/03/12 01:09:01,-6.38,252.00,4.03,1556,993.54,82.54,-4.40,
2019/03/12 01:10:01,-6.51,250.25,4.02,1557,993.57,82.18,-4.46,
2019/03/12 01:11:01,-6.51,250.25,4.03,1555,993.51,82.33,-4.50,
2019/03/12 01:12:01,-6.51,250.25,4.12,1557,993.54,82.73,-4.49,
2019/03/12 01:13:01,-6.64,250.25,4.05,1558,993.56,82.60,-4.47,
2019/03/12 01:14:01,-6.64,250.25,4.15,1558,993.56,82.73,-4.40,
2019/03/12 01:15:01,-6.64,250.25,4.05,1557,993.56,81.78,-4.45,
2019/03/12 01:16:01,-6.64,250.25,4.14,1560,993.56,83.68,-4.55,
2019/03/12 01:17:01,-6.64,250.50,4.14,1562,993.53,82.87,-4.68,
2019/03/12 01:18:01,-6.64,250.50,4.14,1555,993.51,82.85,-4.73,
2019/03/12 01:19:01,-6.78,250.50,4.02,1555,993.55,82.90,-4.67,
2019/03/12 01:20:01,-6.78,250.50,4.12,1556,993.58,81.88,-4.48,
2019/03/12 01:21:01,-6.78,250.50,4.02,1556,993.60,82.31,-4.47,
2019/03/12 01:22:01,-6.78,250.50,4.02,1557,993.53,82.02,-4.50,
2019/03/12 01:23:01,-6.78,250.50,4.12,1557,993.54,81.99,-4.52,
2019/03/12 01:24:01,-6.91,250.50,4.27,1553,993.50,81.38,-4.45,
2019/03/12 01:25:01,-6.91,250.50,4.02,1557,993.49,81.26,-4.43,
2019/03/12 01:26:01,-6.91,250.75,4.02,1557,993.44,80.57,-4.37,
2019/03/12 01:27:01,-6.91,250.75,4.03,1557,993.47,80.19,-4.32,
2019/03/12 01:28:01,-6.91,250.50,4.28,1556,993.44,79.74,-4.28,
2019/03/12 01:29:01,-6.91,250.50,4.03,1557,993.46,80.17,-4.32,
2019/03/12 01:30:01,-6.91,250.75,4.29,1557,993.41,80.25,-4.31,
2019/03/12 01:31:01,-6.91,250.75,4.02,1555,993.43,79.68,-4.31,
2019/03/12 01:32:01,-6.91,250.50,4.02,1557,993.42,79.77,-4.36,
2019/03/12 01:33:01,-6.91,250.75,4.29,1557,993.32,80.23,-4.40,
2019/03/12 01:34:01,-6.91,250.50,4.28,1556,993.34,80.43,-4.47,
2019/03/12 01:35:01,-6.91,250.75,4.29,1557,993.36,80.51,-4.51,
2019/03/12 01:36:01,-7.05,250.75,4.00,1557,993.35,80.59,-4.60,
2019/03/12 01:37:01,-7.05,250.75,4.01,1554,993.39,80.73,-4.68,
2019/03/12 01:38:01,-7.05,250.75,4.27,1555,993.27,81.04,-4.71,
2019/03/12 01:39:01,-7.05,250.75,4.00,1556,993.27,81.51,-4.77,
2019/03/12 01:40:01,-7.18,250.75,4.23,1555,993.26,81.89,-4.82,
2019/03/12 01:41:01,-7.18,250.75,4.23,1556,993.24,81.83,-4.81,
2019/03/12 01:42:01,-7.18,250.75,4.23,1556,993.27,82.80,-4.79,
2019/03/12 01:43:01,-7.18,251.00,4.23,1556,993.18,81.93,-4.80,
2019/03/12 01:44:01,-7.32,251.00,4.00,1556,993.25,82.37,-4.77,
2019/03/12 01:45:01,-7.18,251.00,4.16,1556,993.21,82.08,-4.78,
2019/03/12 01:46:01,-7.32,251.00,4.00,1559,993.23,82.52,-4.79,
2019/03/12 01:47:01,-7.32,251.00,4.00,1559,993.23,82.91,-4.85,
2019/03/12 01:48:01,-7.32,251.00,4.27,1556,993.20,81.40,-4.91,
2019/03/12 01:49:01,-7.46,251.00,4.11,1560,993.17,81.81,-5.04,
2019/03/12 01:50:01,-7.46,251.00,4.11,1559,993.18,83.76,-5.15,
2019/03/12 01:51:01,-7.46,249.25,4.11,1557,993.19,84.74,-5.27,
2019/03/12 01:52:01,-7.59,249.25,4.11,1555,993.21,84.62,-5.36,
2019/03/12 01:53:01,-7.59,249.25,4.00,1556,993.21,83.74,-5.28,
2019/03/12 01:54:01,-7.59,249.25,4.09,1556,993.22,84.07,-5.21,
2019/03/12 01:55:01,-7.59,249.25,4.09,1554,993.21,83.62,-5.21,
2019/03/12 01:56:01,-7.73,249.25,4.16,1555,993.21,83.35,-5.23,
2019/03/12 01:57:01,-7.73,249.25,4.14,1555,993.23,83.54,-5.19,
2019/03/12 01:58:01,-7.73,249.50,4.22,1558,993.17,82.40,-5.18,
2019/03/12 01:59:01,-7.73,249.50,4.22,1555,993.17,82.24,-5.14,
2019/03/12 02:00:01,-7.73,249.50,4.22,1556,993.11,82.12,-5.14,
2019/03/12 02:01:01,-7.73,249.50,4.22,1559,993.17,82.34,-5.23,
2019/03/12 02:02:01,-7.87,249.50,4.03,1556,993.15,83.18,-5.33,
2019/03/12 02:03:01,-7.87,249.50,4.02,1555,993.14,83.65,-5.38,
2019/03/12 02:04:01,-7.87,249.50,4.03,1558,993.19,83.83,-5.45,
2019/03/12 02:05:01,-7.87,249.50,4.03,1558,993.17,84.59,-5.54,
2019/03/12 02:06:01,-8.00,249.75,4.30,1559,993.17,85.10,-5.61,
2019/03/12 02:07:01,-8.00,249.50,4.30,1557,993.15,85.27,-5.67,
2019/03/12 02:08:01,-8.00,249.50,4.30,1559,993.08,85.87,-5.73,
2019/03/12 02:09:01,-8.14,249.75,4.18,1557,993.05,86.28,-5.77,
2019/03/12 02:10:01,-8.14,249.75,4.18,1558,993.02,86.92,-5.83,
2019/03/12 02:11:01,-8.14,249.75,4.24,1557,993.03,86.93,-5.88,
2019/03/12 02:12:01,-8.14,249.75,4.24,1558,992.96,87.84,-5.95,
2019/03/12 02:13:01,-8.28,249.75,4.20,1558,993.00,89.03,-6.01,
2019/03/12 02:14:01,-8.28,250.00,4.12,1553,992.97,90.10,-6.09,
2019/03/12 02:15:01,-8.42,250.00,4.25,1559,992.93,92.61,-6.10,
2019/03/12 02:16:01,-8.28,250.00,4.19,1559,992.96,93.54,-6.18,
2019/03/12 02:17:01,-8.42,250.00,4.31,1559,992.89,94.16,-6.17,
2019/03/12 02:18:01,-8.42,248.25,4.25,1556,992.94,93.71,-6.13,
2019/03/12 02:19:01,-8.42,248.25,4.25,1558,992.97,91.69,-6.13,
2019/03/12 02:20:01,-8.56,248.25,4.07,1556,993.00,92.04,-6.20,
2019/03/12 02:21:01,-8.56,248.25,4.08,1558,992.97,92.99,-6.22,
2019/03/12 02:22:01,-8.56,248.25,3.98,1556,992.95,92.83,-6.32,
2019/03/12 02:23:01,-8.56,248.25,4.09,1558,993.01,93.16,-6.41,
2019/03/12 02:24:01,-8.70,248.25,4.09,1559,992.97,93.75,-6.33,
2019/03/12 02:25:01,-8.70,248.25,4.18,1557,993.00,93.77,-6.40,
2019/03/12 02:26:01,-8.70,248.50,4.16,1558,992.94,95.12,-6.47,
2019/03/12 02:27:01,-8.84,248.50,4.15,1561,992.94,95.64,-6.52,
2019/03/12 02:28:01,-8.84,248.50,4.14,1556,992.90,95.98,-6.58,
2019/03/12 02:29:01,-8.84,248.50,4.22,1559,992.89,96.02,-6.59,
2019/03/12 02:30:01,-8.98,248.50,4.30,1559,992.90,96.21,-6.63,
2019/03/12 02:31:01,-8.98,248.50,4.30,1559,992.89,97.58,-6.51,
2019/03/12 02:32:01,-8.98,248.50,4.30,1556,992.87,95.99,-5.87,
2019/03/12 02:33:01,-8.98,248.50,4.30,1558,992.83,92.74,-5.63,
2019/03/12 02:34:01,-8.98,248.50,4.23,1560,992.82,91.89,-5.70,
2019/03/12 02:35:01,-8.98,248.50,4.30,1558,992.83,91.91,-5.87,
2019/03/12 02:36:01,-8.98,248.50,4.30,1559,992.78,92.76,-5.97,
2019/03/12 02:37:01,-8.98,248.50,4.24,1560,992.78,93.40,-6.11,
2019/03/12 02:38:01,-8.98,248.50,4.18,1561,992.81,95.79,-6.13,
