Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF,,,,,,,,,,
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Humidity [%],Temp,Distance [mm],Dist_cor,
09/01/2021 08:00,977.36,82.14,0.32,1,4.71,99.99,0.86,1466,1466,
09/01/2021 08:05,977.3,82.11,0.3,1,4.71,99.99,0.8,1517,1517,
09/01/2021 08:10,977.41,82.09,0.28,1,4.71,99.99,0.82,1549,1549,
09/01/2021 08:15,977.46,82.13,0.28,1,4.71,99.99,0.89,1518,1518,
09/01/2021 08:20,977.41,82.25,0.33,1,4.71,99.99,0.92,1487,1487,
09/01/2021 08:25,977.56,82.28,0.39,1.25,4.71,99.99,0.96,1485,1485,
09/01/2021 08:30,977.52,82.42,0.48,1,4.71,99.99,1,1569,1569,
09/01/2021 08:35,977.57,82.29,0.55,1.25,4.71,99.99,1.03,1620,1620,
09/01/2021 08:40,977.57,82.14,0.57,1.5,4.71,99.99,0.99,1536,1536,
09/01/2021 08:45,977.65,82.04,0.56,1.25,4.71,99.99,0.96,1533,1533,
09/01/2021 08:50,977.65,81.9,0.52,1.25,4.71,99.99,0.84,1538,1538,
09/01/2021 08:55,977.66,81.86,0.48,1.25,4.71,99.99,0.84,1539,1539,
09/01/2021 09:00,977.67,81.97,0.49,1.25,4.71,99.99,0.94,1561,1561,
09/01/2021 09:05,977.62,82.16,0.62,1.25,4.71,99.99,0.9,1569,1569,
09/01/2021 09:10,977.54,81.8,0.62,1.25,4.71,99.99,0.85,1592,1592,
09/01/2021 09:15,977.55,81.77,0.58,1.25,4.71,99.99,0.86,1602,1602,
09/01/2021 09:20,977.53,81.86,0.54,1.25,4.71,99.99,0.92,1548,1548,
09/01/2021 09:25,977.47,81.85,0.51,1.25,4.71,99.99,0.88,1538,1538,
09/01/2021 09:30,977.5,81.83,0.47,1.25,4.71,99.99,0.88,1596,1596,
09/01/2021 09:35,977.51,81.87,0.44,1.25,4.71,99.99,0.88,1609,1609,
09/01/2021 09:40,977.48,81.95,0.42,1.25,4.71,99.99,0.92,1563,1563,
09/01/2021 09:45,977.54,82.08,0.44,1.25,4.71,99.99,1.05,1615,1615,
09/01/2021 09:50,977.57,82.25,0.51,1.5,4.71,99.99,1.13,1549,1549,
09/01/2021 09:55,977.48,82.43,0.63,1.25,4.71,99.99,1.28,1635,1635,
09/01/2021 10:00,977.47,82.46,0.79,1.5,4.71,99.99,1.31,1575,1575,
09/01/2021 10:05,977.33,82.27,0.91,1.75,4.71,99.99,1.43,1636,1636,
09/01/2021 10:10,977.32,82.19,0.99,1.75,4.71,99.99,1.42,1535,1535,
09/01/2021 10:15,977.28,82.17,1.07,1.75,4.71,99.99,1.46,1594,1594,
09/01/2021 10:20,977.19,82.03,1.12,2,4.71,99.99,1.51,1514,1514,
09/01/2021 10:25,977.21,81.95,1.11,1.75,4.71,99.99,1.47,1525,1525,
09/01/2021 10:30,977.19,81.92,1.1,1.75,4.71,99.99,1.47,1525,1525,
09/01/2021 10:35,977.24,82.07,1.1,1.75,4.71,99.99,1.57,1703,1703,
09/01/2021 10:40,977.08,81.98,1.15,2,4.71,99.99,1.49,1513,1513,
09/01/2021 10:45,977.19,82.01,1.12,2,4.71,99.99,1.49,1574,1574,
09/01/2021 10:50,977.16,82.21,1.13,1.75,4.71,99.84,1.66,1488,1488,
09/01/2021 10:55,977.12,82.62,1.22,2,4.71,98.2,1.93,1598,1598,
09/01/2021 11:00,977.15,82.66,1.39,2.25,4.71,97.76,1.84,1583,1583,
09/01/2021 11:05,977.12,82.37,1.48,2.25,4.71,97.71,1.89,1595,1595,
09/01/2021 11:10,977.23,82.52,1.56,2.25,4.71,96.8,2.05,1601,1601,
09/01/2021 11:15,977.25,83.42,1.85,2.5,4.71,95.32,2.29,1544,1544,
09/01/2021 11:20,977.03,82.81,2.16,3,4.71,94.54,2.29,1580,1580,
09/01/2021 11:25,976.88,83.08,2.31,3,4.71,93.38,2.5,1573,1573,
09/01/2021 11:30,976.4,81.7,2.31,3,4.71,94.04,2.2,1557,1557,
09/01/2021 11:35,976.31,81.1,2,2.75,4.71,94.34,2.2,1510,1510,
09/01/2021 11:40,976.51,81.39,1.68,2.5,4.71,93.88,2.21,1584,1584,
09/01/2021 11:45,976.49,82.12,1.53,2.25,4.71,92.67,2.52,1544,1544,
09/01/2021 11:50,976.45,82.63,1.52,2.25,4.71,92.08,2.6,1536,1536,
09/01/2021 11:55,976.3,83.08,1.58,2.25,4.71,91.42,2.78,1534,1534,
09/01/2021 12:00,976.29,83.29,1.66,2.25,4.71,90.74,2.78,1636,1636,
09/01/2021 12:05,976.33,83,1.67,2.5,4.71,92.33,2.52,1631,1631,
09/01/2021 12:10,976.44,83.25,1.75,2.5,4.71,92.53,2.45,1542,1542,
09/01/2021 12:15,976.28,83.05,1.82,2.5,4.71,92.73,2.36,1557,1557,
09/01/2021 12:20,976.37,82.96,1.85,2.75,4.71,93.27,2.66,1498,1498,
09/01/2021 12:25,976.22,82.84,1.91,2.5,4.71,93.71,2.29,9999,9999,
09/01/2021 12:30,976.28,83.18,1.99,2.75,4.71,93.31,2.45,1586,1586,
09/01/2021 12:35,976.1,82.92,2.08,2.75,4.71,93.8,2.5,1536,1536,
09/01/2021 12:40,976.08,82.73,2.11,2.75,4.71,94.2,2.39,1577,1577,
09/01/2021 12:45,976.04,82.57,2.06,2.75,4.71,93.87,2.45,1611,1611,
09/01/2021 12:50,976.07,82.69,2,2.75,4.71,94.26,2.6,1539,1539,
09/01/2021 12:55,976.17,83.52,2.08,2.75,4.71,93.96,2.82,1551,1551,
09/01/2021 13:00,975.95,83.18,2.27,3,4.71,94.81,2.71,1557,1557,
09/01/2021 13:05,975.93,82.89,2.29,3,4.71,95.8,2.81,1574,1574,
09/01/2021 13:10,975.91,83.01,2.34,3,4.71,95.01,2.9,1552,1552,
09/01/2021 13:15,975.83,82.72,2.35,3.25,4.71,95.83,2.75,1521,1521,
09/01/2021 13:20,975.78,82.76,2.36,3,4.71,95.53,2.87,1576,1576,
09/01/2021 13:25,975.94,82.21,2.32,3,4.71,95.28,2.31,1551,1551,
09/01/2021 13:30,975.98,82.36,2.21,3,4.71,95.04,2.5,1558,1558,
09/01/2021 13:35,976.05,82.57,2.21,3,4.71,95.89,2.59,1542,1542,
09/01/2021 13:40,976.01,82.55,2.24,3,4.71,95.34,2.51,1588,1588,
09/01/2021 13:45,976.01,82.33,2.19,3,4.71,95.48,2.55,1589,1589,
09/01/2021 13:50,976.11,82.5,2.13,2.75,4.71,95.83,2.75,1555,1555,
09/01/2021 13:55,975.94,82.45,2.11,3,4.71,96.61,2.5,1565,1565,
09/01/2021 14:00,975.81,82.27,2.05,2.75,4.71,97.6,2.32,1550,1550,
09/01/2021 14:05,975.91,82.56,1.99,2.75,4.71,97.26,2.56,1607,1607,
09/01/2021 14:10,975.82,82.74,2.04,2.75,4.71,98.07,2.64,1613,1613,
09/01/2021 14:15,975.92,82.5,2.03,2.75,4.71,98.5,2.64,1592,1592,
09/01/2021 14:20,975.81,82.5,1.99,2.75,4.71,98.12,2.48,1558,1558,
09/01/2021 14:25,975.91,82.85,2.02,2.75,4.71,97.75,2.62,1586,1586,
09/01/2021 14:30,975.89,83.02,2.13,3,4.71,97.43,2.82,1558,1558,
09/01/2021 14:35,975.87,83.19,2.3,3,4.71,95.67,3.05,1596,1596,
09/01/2021 14:40,975.66,83.36,2.53,3.25,4.71,94.06,3.24,1553,1553,
09/01/2021 14:45,975.48,83.59,2.8,3.5,4.71,93.27,3.53,1582,1582,
09/01/2021 14:50,975.45,83.68,3.09,3.75,4.71,92.36,3.63,1560,1560,
09/01/2021 14:55,975.29,83.17,3.36,4,4.71,93.77,3.52,1557,1557,
09/01/2021 15:00,975.62,83.82,3.64,4.5,4.71,93.54,3.67,1562,1562,
09/01/2021 15:05,974.85,82.03,3.86,4.75,4.71,95.8,3.23,1552,1552,
09/01/2021 15:10,974.7,81.2,3.61,4.5,4.71,96.59,3.02,1563,1563,
09/01/2021 15:15,974.58,81.47,3.36,4,4.71,96.84,3.12,1513,1513,
09/01/2021 15:20,974.62,82.07,3.22,4,4.71,96.26,3.14,9999,9999,
09/01/2021 15:25,974.12,82.37,3.25,4,4.71,96.62,3.06,1561,1561,
09/01/2021 15:30,974.28,81.8,3.15,3.75,4.71,96.59,2.97,1709,1709,
09/01/2021 15:35,974.38,82.09,3.07,3.75,4.71,96.51,3,1585,1585,
09/01/2021 15:40,974.81,82.84,3.11,3.75,4.71,95.66,3.55,1592,1592,
09/01/2021 15:45,975.1,84.16,3.49,4.25,4.71,94.52,3.68,1539,1539,
09/01/2021 15:50,974.53,83.83,3.91,4.75,4.71,93.78,3.65,1609,1609,
09/01/2021 15:55,974.46,82.4,3.96,4.75,4.71,95.61,3.51,1561,1561,
09/01/2021 16:00,974.2,81.47,3.77,4.5,4.71,96.67,3.44,1572,1572,
09/01/2021 16:05,974.32,81.74,3.57,4.25,4.71,96.62,3.49,1531,1531,
09/01/2021 16:10,974.47,82.06,3.48,4.25,4.71,95.94,3.49,1574,1574,
09/01/2021 16:15,974.36,82.29,3.44,4.25,4.71,97.26,3.53,1629,1629,
09/01/2021 16:20,974.19,82.29,3.45,4.25,4.71,96.48,3.65,1622,1622,
09/01/2021 16:25,974.11,81.92,3.39,4.25,4.71,97.56,3.46,1609,1609,
09/01/2021 16:30,974.32,82.04,3.24,4,4.71,97.06,3.52,1617,1617,
09/01/2021 16:35,974.39,82.6,3.17,4,4.71,96.25,3.71,1612,1612,
09/01/2021 16:40,974.25,82.71,3.19,4,4.71,97.14,3.52,1619,1619,
09/01/2021 16:45,974.46,82.76,3.18,4,4.71,96.36,3.6,1608,1608,
09/01/2021 16:50,974.09,83.41,3.29,4,4.71,93.82,4.06,1620,1620,
09/01/2021 16:55,974.04,83.54,3.47,4.25,4.71,93.26,4.13,1631,1631,
09/01/2021 17:00,973.84,83.38,3.66,4.5,4.71,93.87,4.3,1678,1678,
09/01/2021 17:05,973.88,82.85,3.8,4.5,4.71,94.1,3.92,1635,1635,
09/01/2021 17:10,974.06,82.94,3.77,4.5,4.71,93.59,4.59,9999,9999,
09/01/2021 17:15,973.91,83.49,3.93,4.75,4.71,92.02,4.44,1634,1634,
09/01/2021 17:20,973.65,82.63,3.94,4.75,4.71,95.58,4.06,1619,1619,
09/01/2021 17:25,974.04,82.84,3.9,4.75,4.71,94.77,4.72,1628,1628,
09/01/2021 17:30,973.77,82.71,3.96,4.75,4.71,94.49,4.26,1634,1634,
09/01/2021 17:35,973.54,82.37,3.92,4.75,4.71,95.31,4.02,1647,1647,
09/01/2021 17:40,973.67,83.43,3.93,4.75,4.71,92.29,4.76,1642,1642,
09/01/2021 17:45,973.55,82.68,3.98,4.75,4.71,92.8,4.05,1637,1637,
09/01/2021 17:50,973.75,83.42,4,4.75,4.71,92.86,4.96,1633,1633,
09/01/2021 17:55,973.81,83.43,4.16,5,4.71,91.87,5.18,1611,1611,
09/01/2021 18:00,973.73,83.35,4.28,5,4.71,89.89,5.07,1637,1637,
09/01/2021 18:05,973.83,81.94,4.12,4.75,4.71,92.91,4.45,1673,1673,
09/01/2021 18:10,973.72,81.98,3.87,4.5,4.71,91.67,4.09,1633,1633,
09/01/2021 18:15,973.78,81.39,3.56,4.25,4.71,93.55,3.37,1622,1622,
09/01/2021 18:20,974,81.37,3.14,3.75,4.71,94.34,3.31,1636,1636,
09/01/2021 18:25,974.01,81.58,2.84,3.5,4.71,94.67,3.01,1621,1621,
09/01/2021 18:30,973.98,81.8,2.52,3.25,4.71,96.79,2.87,1703,1703,
09/01/2021 18:35,974.13,83.16,2.51,3.25,4.71,95.63,3.76,1690,1690,
09/01/2021 18:40,973.52,84.08,2.78,3.5,4.71,92.53,4.13,1630,1630,
09/01/2021 18:45,973.2,82.87,2.87,3.5,4.71,93.63,3.67,1617,1617,
09/01/2021 18:50,972.97,82.59,2.8,3.5,4.71,93.54,3.69,1645,1645,
09/01/2021 18:55,973.26,83.58,2.84,3.5,4.71,92.3,4.13,1612,1612,
09/01/2021 19:00,973.07,84.67,3.09,3.75,4.71,93.88,4.11,1648,1648,
09/01/2021 19:05,972.98,85.49,3.45,4.25,4.71,94.25,4.36,1645,1645,
09/01/2021 19:10,972.85,84.86,3.74,4.5,4.71,95.11,4.18,1645,1645,
09/01/2021 19:15,972.38,83.89,3.84,4.5,4.71,97.48,3.82,1654,1654,
09/01/2021 19:20,972.66,83.42,3.76,4.5,4.71,97.96,3.82,1655,1655,
09/01/2021 19:25,972.6,82.7,3.65,4.5,4.71,97.98,3.31,1631,1631,
09/01/2021 19:30,972.45,82.27,3.43,4.25,4.71,99.99,3.18,1652,1652,
09/01/2021 19:35,972.53,82.33,3.22,4,4.71,99.99,3.18,1638,1638,
09/01/2021 19:40,972.34,81.99,3.07,3.75,4.71,99.99,2.78,1659,1659,
09/01/2021 19:45,972.69,81.93,2.83,3.5,4.71,99.99,2.78,1611,1611,
09/01/2021 19:50,972.59,82.18,2.67,3.5,4.71,99.99,2.75,1640,1640,
09/01/2021 19:55,972.68,82.29,2.58,3.25,4.71,99.99,2.54,1658,1658,
09/01/2021 20:00,972.51,82.34,2.48,3.25,4.71,99.99,2.67,1617,1617,
09/01/2021 20:05,972.89,82.39,2.42,3,4.71,99.99,2.63,1580,1580,
09/01/2021 20:10,973.11,82.79,2.4,3.25,4.71,99.99,2.71,1655,1655,
09/01/2021 20:15,973.37,83.17,2.46,3.25,4.71,99.78,2.95,1647,1647,
09/01/2021 20:20,973.21,83.26,2.59,3.25,4.71,99.7,2.9,1666,1666,
09/01/2021 20:25,973.31,82.86,2.62,3.5,4.71,99.99,2.9,1648,1648,
09/01/2021 20:30,973.5,82.53,2.57,3.5,4.71,99.99,2.7,1647,1647,
09/01/2021 20:35,973.39,82.34,2.49,3.25,4.71,99.99,2.59,1648,1648,
09/01/2021 20:40,973.59,82.5,2.41,3.25,4.71,99.99,2.74,1635,1635,
09/01/2021 20:45,973.63,82.62,2.38,3.25,4.71,99.91,2.66,1643,1643,
09/01/2021 20:50,973.76,82.73,2.4,3.25,4.71,99.88,2.86,1658,1658,
09/01/2021 20:55,973.73,82.51,2.39,3.25,4.71,99.99,2.66,1659,1659,
09/01/2021 21:00,973.84,82.36,2.32,3,4.71,99.99,2.47,1657,1657,
09/01/2021 21:05,973.75,82.44,2.25,3,4.71,99.99,2.58,1653,1653,
09/01/2021 21:10,973.69,82.63,2.22,3,4.71,99.92,2.62,1654,1654,
09/01/2021 21:15,973.76,82.54,2.18,3,4.71,99.99,2.62,1709,1709,
09/01/2021 21:20,973.91,82.68,2.16,3,4.71,98.5,2.85,1649,1649,
09/01/2021 21:25,973.86,82.89,2.18,3,4.71,98.03,2.83,1644,1644,
09/01/2021 21:30,973.95,82.83,2.19,3,4.71,98.55,2.78,1642,1642,
09/01/2021 21:35,973.94,82.87,2.21,3,4.71,97.86,2.78,1645,1645,
09/01/2021 21:40,973.99,82.86,2.24,3,4.71,98.54,2.81,1652,1652,
09/01/2021 21:45,973.94,82.8,2.26,3,4.71,98.12,2.89,1658,1658,
09/01/2021 21:50,973.96,82.81,2.26,3,4.71,98.19,2.86,1665,1665,
09/01/2021 21:55,974.12,83.09,2.29,3,4.71,96.67,3.09,1658,1658,
09/01/2021 22:00,973.93,82.92,2.33,3,4.71,97.88,2.86,1647,1647,
09/01/2021 22:05,974.04,82.82,2.31,3,4.71,97.61,2.98,1647,1647,
09/01/2021 22:10,973.96,83.06,2.35,3.25,4.71,96.86,3.13,1655,1655,
09/01/2021 22:15,973.93,83.21,2.43,3.25,4.71,96.69,3.16,1670,1670,
09/01/2021 22:20,974.02,83.15,2.48,3.25,4.71,95.78,3.14,1644,1644,
09/01/2021 22:25,974.07,83.23,2.52,3.25,4.71,95.03,3.28,1667,1667,
09/01/2021 22:30,974.17,83.39,2.62,3.5,4.71,94.54,3.33,1663,1663,
09/01/2021 22:35,974.07,83.07,2.67,3.5,4.71,95.23,3.25,1662,1662,
09/01/2021 22:40,974.28,82.98,2.66,3.5,4.71,94.12,3.44,1664,1664,
09/01/2021 22:45,974.13,83.17,2.68,3.5,4.71,94.01,3.37,1660,1660,
09/01/2021 22:50,974.19,83,2.68,3.5,4.71,94.64,3.41,1658,1658,
09/01/2021 22:55,974.13,82.91,2.67,3.5,4.71,95.09,3.12,1659,1659,
09/01/2021 23:00,974.25,82.98,2.65,3.25,4.71,94,3.17,1656,1656,
09/01/2021 23:05,974.38,83.05,2.67,3.5,4.71,93.35,3.49,1651,1651,
09/01/2021 23:10,974.23,83.06,2.71,3.5,4.71,92.75,3.36,1654,1654,
09/01/2021 23:15,974.39,82.98,2.7,3.5,4.71,91.55,3.42,1656,1656,
09/01/2021 23:20,974.45,82.85,2.67,3.5,4.71,91.95,3.16,1668,1668,
09/01/2021 23:25,974.45,82.83,2.61,3.25,4.71,92.33,3.08,1674,1674,
09/01/2021 23:30,974.56,82.57,2.51,3.25,4.71,94.21,2.9,1679,1679,
09/01/2021 23:35,974.54,82.59,2.42,3.25,4.71,93.31,2.71,1667,1667,
09/01/2021 23:40,974.69,82.45,2.27,3,4.71,94.67,2.73,1672,1672,
09/01/2021 23:45,974.81,82.71,2.19,3,4.71,93.84,2.78,1665,1665,
09/01/2021 23:50,974.82,82.91,2.17,3,4.71,94.18,2.85,1659,1659,
09/01/2021 23:55,974.71,82.72,2.14,3,4.71,95.38,2.47,1701,1701,
10/01/2021 00:00,974.86,82.75,2.06,2.75,4.71,94.57,2.64,1658,1658,
10/01/2021 00:05,975.01,83.14,2.08,2.75,4.71,92.84,3.01,1659,1659,
10/01/2021 00:10,974.97,83.12,2.13,3,4.71,91.79,3.04,1661,1661,
10/01/2021 00:15,974.98,83.12,2.18,3,4.71,91.51,3.01,1658,1658,
10/01/2021 00:20,975.01,83.24,2.25,3,4.71,90.07,3.28,1664,1664,
10/01/2021 00:25,974.94,83.14,2.31,3,4.71,90.84,3.12,1658,1658,
10/01/2021 00:30,974.94,83.27,2.37,3,4.71,89.81,3.41,1675,1675,
10/01/2021 00:35,975.24,83.54,2.5,3.25,4.71,87.86,3.96,1676,1676,
10/01/2021 00:40,975.09,83.19,2.6,3.5,4.71,89.49,3.52,1673,1673,
10/01/2021 00:45,975.02,83.26,2.62,3.25,4.71,88.04,3.6,1668,1668,
10/01/2021 00:50,975.43,83.44,2.69,3.5,4.71,85.11,4.34,1659,1659,
10/01/2021 00:55,975.13,83.6,2.86,3.75,4.71,86.29,4.09,1671,1671,
10/01/2021 01:00,975.24,83.19,2.92,3.75,4.71,85.93,4.14,1660,1660,
10/01/2021 01:05,975.22,83.41,2.99,3.75,4.71,85.69,4.32,1676,1676,
10/01/2021 01:10,975.23,83.51,3.1,3.75,4.71,87.41,4.38,1658,1658,
10/01/2021 01:15,975.17,83.29,3.18,4,4.71,87.8,4.22,1692,1692,
10/01/2021 01:20,974.87,83.21,3.22,4,4.71,86.61,3.84,1679,1679,
10/01/2021 01:25,975.13,82.43,3.07,4,4.71,88.46,3.86,1680,1680,
10/01/2021 01:30,975.14,82.6,2.99,3.75,4.71,89.11,3.86,1673,1673,
10/01/2021 01:35,975.24,82.89,3,3.75,4.71,87.8,3.98,1678,1678,
10/01/2021 01:40,975.2,82.53,2.96,3.75,4.71,87.8,3.72,1686,1686,
10/01/2021 01:45,975.24,83.23,2.95,3.75,4.71,82.04,4.63,1677,1677,
10/01/2021 01:50,975.01,83.28,3.11,3.75,4.71,84.94,3.99,1694,1694,
10/01/2021 01:55,975.38,83.05,3.09,3.75,4.71,81.1,4.67,1691,1691,
10/01/2021 02:00,975.29,83.23,3.17,4,4.71,81.7,4.63,1689,1689,
10/01/2021 02:05,975.28,82.73,3.18,4,4.71,84.25,4.28,1686,1686,
10/01/2021 02:10,975.06,82.11,3.07,3.75,4.71,86.9,3.49,1687,1687,
10/01/2021 02:15,975.38,81.67,2.77,3.5,4.71,86.52,3.69,1688,1688,
10/01/2021 02:20,975.2,82.37,2.66,3.5,4.71,87.01,3.57,1687,1687,
10/01/2021 02:25,975.3,82.59,2.56,3.25,4.71,87.85,3.51,1697,1697,
10/01/2021 02:30,975.22,82.21,2.45,3.25,4.71,89.43,3.08,1691,1691,
10/01/2021 02:35,975.23,81.99,2.25,3,4.71,90.72,2.93,1683,1683,
10/01/2021 02:40,975.3,82.38,2.14,2.75,4.71,88.64,2.97,1690,1690,
10/01/2021 02:45,975.35,82.46,2.05,2.75,4.71,88.71,3.05,1687,1687,
10/01/2021 02:50,975.47,82.7,2.03,2.75,4.71,88.17,3.14,1697,1697,
10/01/2021 02:55,975.58,82.7,1.97,2.75,4.71,88.67,3.16,1693,1693,
10/01/2021 03:00,975.51,82.7,1.95,2.75,4.71,89.45,2.75,1703,1703,
10/01/2021 03:05,975.6,82.63,1.89,2.5,4.71,89.39,2.74,1707,1707,
10/01/2021 03:10,975.8,82.91,1.86,2.5,4.71,90.13,3.18,1695,1695,
10/01/2021 03:15,975.66,82.86,1.91,2.75,4.71,89.9,2.83,1692,1692,
10/01/2021 03:20,975.66,82.79,1.9,2.75,4.71,91.94,2.68,1693,1693,
10/01/2021 03:25,975.72,82.7,1.85,2.5,4.71,93.9,2.67,1689,1689,
10/01/2021 03:30,975.7,82.66,1.84,2.5,4.71,94.07,2.59,1689,1689,
10/01/2021 03:35,975.64,82.55,1.79,2.5,4.71,93.81,2.47,1686,1686,
10/01/2021 03:40,975.62,82.19,1.71,2.5,4.71,96.7,2.02,1687,1687,
10/01/2021 03:45,975.52,80.38,1.32,2,4.71,99.89,0.66,1680,1680,
10/01/2021 03:50,975.48,80.25,0.77,1.5,4.71,99.99,0.27,1680,1680,
10/01/2021 03:55,975.68,80.7,0.33,1,4.71,99.99,0.15,1679,1679,
10/01/2021 04:00,975.8,81.29,0.04,0.75,4.71,99.99,0.12,1681,1681,
10/01/2021 04:05,975.82,81.7,-0.12,0.5,4.71,99.99,0.18,1682,1682,
10/01/2021 04:10,975.9,82.06,-0.2,0.5,4.71,99.99,0.18,1681,1681,
10/01/2021 04:15,975.89,82.23,-0.24,0.5,4.71,99.99,0.18,1682,1682,
10/01/2021 04:20,975.93,82.44,-0.26,0.5,4.7,99.99,0.26,1681,1681,
10/01/2021 04:25,975.99,82.45,-0.26,0.5,4.7,99.99,0.25,1676,1676,
10/01/2021 04:30,975.96,82.4,-0.27,0.5,4.71,99.99,0.21,1679,1679,
10/01/2021 04:35,975.97,82.44,-0.29,0.5,4.71,99.99,0.22,1679,1679,
10/01/2021 04:40,975.94,82.41,-0.32,0.5,4.71,99.99,0.21,1679,1679,
10/01/2021 04:45,976,82.41,-0.34,0.5,4.71,99.99,0.15,1680,1680,
10/01/2021 04:50,976.03,82.43,-0.38,0.5,4.71,99.99,0.14,1679,1679,
10/01/2021 04:55,976.13,82.49,-0.39,0.25,4.71,99.99,0.25,1680,1680,
10/01/2021 05:00,976,82.48,-0.4,0.25,4.71,99.99,0.11,1680,1680,
10/01/2021 05:05,975.97,82.47,-0.43,0.25,4.7,99.99,0.18,1679,1679,
10/01/2021 05:10,975.96,82.59,-0.43,0.25,4.7,99.99,0.3,1680,1680,
10/01/2021 05:15,975.95,82.62,-0.4,0.25,4.71,99.99,0.29,1680,1680,
10/01/2021 05:20,975.86,82.67,-0.38,0.25,4.71,99.99,0.34,1681,1681,
10/01/2021 05:25,975.95,82.67,-0.34,0.5,4.7,99.99,0.33,1681,1681,
10/01/2021 05:30,975.99,82.71,-0.3,0.5,4.7,99.99,0.49,1684,1684,
10/01/2021 05:35,975.9,82.75,-0.25,0.5,4.71,99.99,0.59,1683,1683,
10/01/2021 05:40,975.94,82.72,-0.21,0.5,4.7,99.99,0.52,1680,1680,
10/01/2021 05:45,976.13,82.75,-0.17,0.75,4.7,99.99,0.85,1681,1681,
10/01/2021 05:50,975.94,82.63,-0.14,0.5,4.71,99.99,0.46,1679,1679,
10/01/2021 05:55,975.9,82.62,-0.16,0.75,4.7,99.99,0.55,1678,1678,
10/01/2021 06:00,975.93,82.48,-0.19,0.5,4.71,99.99,0.38,1669,1669,
10/01/2021 06:05,976.12,83.5,-0.08,0.75,4.71,99.99,1.61,1668,1668,
10/01/2021 06:10,975.93,83.68,0.22,1,4.71,99.99,1.67,1668,1668,
10/01/2021 06:15,975.9,83.49,0.43,1.25,4.71,99.99,1.76,1672,1672,
10/01/2021 06:20,975.92,83.33,0.55,1.25,4.71,99.99,1.92,1675,1675,
10/01/2021 06:25,975.75,83.28,0.65,1.5,4.71,99.99,1.82,1682,1682,
10/01/2021 06:30,975.77,83.25,0.71,1.5,4.71,99.99,1.94,1680,1680,
10/01/2021 06:35,975.72,82.94,0.74,1.5,4.71,99.99,1.63,1671,1671,
10/01/2021 06:40,975.73,83.1,0.72,1.5,4.71,99.85,1.78,1674,1674,
10/01/2021 06:45,975.79,82.9,0.7,1.5,4.71,99.99,1.78,1681,1681,
10/01/2021 06:50,975.64,83.1,0.71,1.5,4.71,99.43,1.66,1685,1685,
10/01/2021 06:55,975.75,83.04,0.69,1.5,4.71,99.89,1.76,1687,1687,
10/01/2021 07:00,975.86,83.03,0.68,1.5,4.71,99.85,1.76,1686,1686,
10/01/2021 07:05,975.91,83.21,0.71,1.5,4.71,99.17,1.9,1688,1688,
10/01/2021 07:10,975.97,83.24,0.73,1.5,4.71,99.41,2,1675,1675,
10/01/2021 07:15,975.87,83.28,0.76,1.5,4.71,99.23,1.86,1687,1687,
10/01/2021 07:20,975.82,83.2,0.78,1.5,4.71,98.81,1.78,1689,1689,
10/01/2021 07:25,975.83,83.15,0.77,1.5,4.71,98.24,1.86,1685,1685,
10/01/2021 07:30,975.8,83.11,0.76,1.5,4.71,98.13,1.8,1678,1678,
10/01/2021 07:35,976,83.22,0.76,1.5,4.71,96.97,1.97,1686,1686,
10/01/2021 07:40,976.18,83.37,0.78,1.5,4.71,96.94,1.97,1687,1687,
10/01/2021 07:45,976.1,82.97,0.73,1.5,4.71,99.8,1.28,1689,1689,
10/01/2021 07:50,976.42,82.99,0.62,1.25,4.71,99.99,1.61,1692,1692,
10/01/2021 07:55,976.48,83.57,0.67,1.5,4.71,98.43,2.02,1689,1689,
10/01/2021 08:00,976.43,83.82,0.79,1.5,4.71,97.34,2.14,1690,1690,
10/01/2021 08:05,976.32,83.68,0.86,1.5,4.71,97.58,2.01,1693,1693,
10/01/2021 08:10,976.54,83.51,0.89,1.75,4.71,98.02,2.01,1681,1681,
10/01/2021 08:15,976.55,83.51,0.91,1.75,4.71,98.8,2.08,1671,1671,
10/01/2021 08:20,976.4,83.34,0.93,1.75,4.71,99.9,1.62,1688,1688,
10/01/2021 08:25,976.68,83.38,0.91,1.75,4.71,99.79,2.1,1697,1697,
10/01/2021 08:30,976.74,83.56,1,1.75,4.71,99.17,2.18,1682,1682,
10/01/2021 08:35,976.49,83.52,1.06,1.75,4.71,98.1,2.1,1685,1685,
10/01/2021 08:40,976.49,83.23,1.06,1.75,4.71,98.71,1.8,1688,1688,
10/01/2021 08:45,976.41,82.98,1.01,1.75,4.71,99.17,1.49,1684,1684,
10/01/2021 08:50,976.49,82.92,0.92,1.75,4.71,99.99,1.53,1688,1688,
10/01/2021 08:55,976.44,82.96,0.85,1.75,4.7,99.43,1.49,1681,1681,
10/01/2021 09:00,976.72,82.93,0.76,1.5,4.71,99.99,1.7,1682,1682,
10/01/2021 09:05,976.64,83.37,0.79,1.5,4.71,98.35,1.77,1680,1680,
10/01/2021 09:10,976.7,83.28,0.8,1.5,4.71,98.37,1.69,1693,1693,
10/01/2021 09:15,976.88,83.3,0.79,1.5,4.71,98.07,1.97,1697,1697,
