Lib = 0.3.0 SN = FFFF-FFFF-FFFF-FFFF,,,,,,,,,,
Time [UTC], PresOB [mBar], RH_OB [%], TempOB [C], Temp RTC [C], Bat [V], Humidity [%],Temp,Distance [mm],Dist_cor,
24/12/2020 23:30,963.61,62.5,0.74,1.25,4.8,93.05,1,734,734,
24/12/2020 23:35,963.69,62.49,0.69,1.25,4.81,93.02,1.01,729,729,
24/12/2020 23:40,963.82,62.5,0.65,1.25,4.8,93.57,0.96,749,749,
24/12/2020 23:45,963.89,62.56,0.62,1.25,4.81,93.26,1,735,735,
24/12/2020 23:50,963.68,62.58,0.63,1.25,4.81,92.87,1.01,707,707,
24/12/2020 23:55,963.88,62.53,0.63,1.25,4.81,93.48,0.96,750,750,
25/12/2020 00:00,963.95,62.49,0.6,1.25,4.8,93.09,0.97,734,734,
25/12/2020 00:05,964.01,62.49,0.57,1,4.8,92.76,0.99,735,735,
25/12/2020 00:10,964.14,62.49,0.54,1,4.8,93.47,0.92,736,736,
25/12/2020 00:15,964.08,62.48,0.5,1,4.81,93.6,0.89,745,745,
25/12/2020 00:20,964.11,62.53,0.46,1,4.81,93.8,0.88,761,761,
25/12/2020 00:25,964.26,62.52,0.44,1,4.81,94.13,0.85,781,781,
25/12/2020 00:30,964.13,62.55,0.41,1,4.8,94.09,0.85,736,736,
25/12/2020 00:35,964.22,62.48,0.39,1,4.8,94.99,0.72,757,757,
25/12/2020 00:40,964.39,62.48,0.34,1,4.81,95.12,0.77,736,736,
25/12/2020 00:45,964.14,62.56,0.33,1,4.8,94.12,0.84,735,735,
25/12/2020 00:50,964.31,62.56,0.32,1,4.81,94.79,0.76,737,737,
25/12/2020 00:55,964.56,62.53,0.29,0.75,4.81,94.13,0.85,736,736,
25/12/2020 01:00,964.43,62.58,0.29,0.75,4.8,93.81,0.89,741,741,
25/12/2020 01:05,964.7,62.57,0.29,1,4.8,94.16,0.84,739,739,
25/12/2020 01:10,964.81,62.54,0.28,0.75,4.8,94.3,0.8,739,739,
25/12/2020 01:15,964.86,62.52,0.27,0.75,4.8,94.95,0.7,735,735,
25/12/2020 01:20,964.95,62.53,0.23,0.75,4.8,94.85,0.73,737,737,
25/12/2020 01:25,964.98,62.5,0.21,0.75,4.8,95.07,0.69,740,740,
25/12/2020 01:30,965.02,62.54,0.2,0.75,4.8,94.68,0.78,739,739,
25/12/2020 01:35,965.14,62.55,0.2,0.75,4.8,95.07,0.7,740,740,
25/12/2020 01:40,965.07,62.54,0.19,0.75,4.8,94.69,0.76,739,739,
25/12/2020 01:45,965.19,62.54,0.18,0.75,4.8,94.57,0.74,-5000,-5000,
25/12/2020 01:50,965.44,62.53,0.17,0.75,4.8,94.77,0.74,741,741,
25/12/2020 01:55,965.52,62.51,0.16,0.75,4.8,95.25,0.66,741,741,
25/12/2020 02:00,965.48,62.54,0.15,0.75,4.8,95.18,0.69,742,742,
25/12/2020 02:05,965.78,62.51,0.15,0.75,4.8,95.14,0.67,739,739,
25/12/2020 02:10,965.83,62.57,0.14,0.75,4.8,95.12,0.67,742,742,
25/12/2020 02:15,965.86,62.51,0.13,0.75,4.8,95.48,0.66,739,739,
25/12/2020 02:20,965.82,62.51,0.13,0.75,4.8,95.25,0.72,734,734,
25/12/2020 02:25,966.05,62.5,0.13,0.75,4.8,95.41,0.7,737,737,
25/12/2020 02:30,966.14,62.49,0.12,0.75,4.8,95.56,0.67,740,740,
25/12/2020 02:35,966.2,62.51,0.11,0.75,4.8,95.53,0.69,741,741,
25/12/2020 02:40,966.37,62.54,0.11,0.75,4.8,95.54,0.67,737,737,
25/12/2020 02:45,966.37,62.51,0.12,0.75,4.8,95.54,0.72,736,736,
25/12/2020 02:50,966.56,62.53,0.13,0.75,4.8,95.5,0.74,745,745,
25/12/2020 02:55,966.76,62.51,0.14,0.75,4.8,95.5,0.74,739,739,
25/12/2020 03:00,966.87,62.47,0.14,0.75,4.8,95.58,0.69,732,732,
25/12/2020 03:05,967.02,62.49,0.13,0.75,4.8,95.41,0.67,715,715,
25/12/2020 03:10,967.11,62.45,0.12,0.75,4.8,95.7,0.65,741,741,
25/12/2020 03:15,967.17,62.43,0.11,0.75,4.8,95.9,0.63,788,788,
25/12/2020 03:20,967.13,62.49,0.09,0.75,4.8,95.54,0.66,735,735,
25/12/2020 03:25,967.31,62.43,0.09,0.5,4.8,95.8,0.63,750,750,
25/12/2020 03:30,967.56,62.43,0.08,0.75,4.8,95.94,0.63,760,760,
25/12/2020 03:35,967.52,62.45,0.08,0.75,4.8,96.05,0.65,724,724,
25/12/2020 03:40,967.76,62.44,0.07,0.75,4.8,96.5,0.61,782,782,
25/12/2020 03:45,967.95,62.43,0.07,0.75,4.8,96.78,0.58,731,731,
25/12/2020 03:50,967.9,62.45,0.06,0.75,4.8,96.32,0.65,731,731,
25/12/2020 03:55,967.91,62.42,0.07,0.75,4.8,96.43,0.61,740,740,
25/12/2020 04:00,967.95,62.4,0.06,0.5,4.8,96.45,0.62,742,742,
25/12/2020 04:05,968.06,62.42,0.06,0.5,4.8,95.95,0.65,718,718,
25/12/2020 04:10,968.16,62.44,0.07,0.75,4.8,95.63,0.66,719,719,
25/12/2020 04:15,968.29,62.44,0.08,0.75,4.8,95.56,0.67,760,760,
25/12/2020 04:20,968.39,62.41,0.08,0.75,4.8,95.76,0.65,742,742,
25/12/2020 04:25,968.59,62.41,0.07,0.75,4.8,95.87,0.62,738,738,
25/12/2020 04:30,968.6,62.38,0.05,0.75,4.8,96.01,0.62,737,737,
25/12/2020 04:35,968.63,62.38,0.04,0.75,4.8,95.87,0.62,742,742,
25/12/2020 04:40,968.77,62.38,0.04,0.75,4.8,95.96,0.61,743,743,
25/12/2020 04:45,968.7,62.41,0.03,0.5,4.8,95.73,0.62,743,743,
25/12/2020 04:50,968.7,62.43,0.04,0.75,4.8,95.92,0.65,743,743,
25/12/2020 04:55,968.71,62.38,0.04,0.75,4.8,96.9,0.57,743,743,
25/12/2020 05:00,968.9,62.34,0.03,0.75,4.8,97.63,0.48,744,744,
25/12/2020 05:05,968.79,62.4,0.02,0.5,4.8,96.88,0.58,737,737,
25/12/2020 05:10,968.86,62.42,0.02,0.5,4.8,96.73,0.59,744,744,
25/12/2020 05:15,968.94,62.4,0.03,0.5,4.8,96.79,0.61,743,743,
25/12/2020 05:20,968.9,62.47,0.04,0.75,4.8,95.99,0.67,745,745,
25/12/2020 05:25,968.91,62.46,0.08,0.5,4.8,95.83,0.69,744,744,
25/12/2020 05:30,969.05,62.4,0.09,0.75,4.8,96.14,0.65,745,745,
25/12/2020 05:35,969.16,62.35,0.07,0.5,4.8,96.72,0.58,745,745,
25/12/2020 05:40,969.09,62.4,0.06,0.75,4.8,96.47,0.63,745,745,
25/12/2020 05:45,969.12,62.4,0.07,0.5,4.8,96.7,0.59,745,745,
25/12/2020 05:50,969,62.37,0.06,0.75,4.8,96.59,0.62,745,745,
25/12/2020 05:55,969.19,62.33,0.05,0.75,4.8,97.11,0.49,745,745,
25/12/2020 06:00,969.25,62.33,0.02,0.75,4.8,96.89,0.52,745,745,
25/12/2020 06:05,969.14,62.31,0.01,0.5,4.8,97.26,0.48,744,744,
25/12/2020 06:10,969.36,62.32,-0.01,0.5,4.8,97.24,0.48,744,744,
25/12/2020 06:15,969.5,62.38,-0.02,0.5,4.8,97.08,0.52,746,746,
25/12/2020 06:20,969.54,62.37,-0.01,0.5,4.8,96.74,0.57,745,745,
25/12/2020 06:25,969.51,62.41,0,0.5,4.8,96.61,0.57,744,744,
25/12/2020 06:30,969.65,62.35,0.01,0.5,4.8,97.02,0.5,745,745,
25/12/2020 06:35,969.78,62.34,0.01,0.5,4.8,96.91,0.52,745,745,
25/12/2020 06:40,969.79,62.33,0,0.5,4.8,97.04,0.5,745,745,
25/12/2020 06:45,969.85,62.34,-0.01,0.5,4.8,96.89,0.52,746,746,
25/12/2020 06:50,969.98,62.34,0,0.5,4.8,97.28,0.49,745,745,
25/12/2020 06:55,970.07,62.32,0,0.5,4.8,97.21,0.5,746,746,
25/12/2020 07:00,970.21,62.34,0.02,0.5,4.8,97.06,0.53,746,746,
25/12/2020 07:05,970.06,62.34,0.03,0.5,4.8,97.01,0.58,746,746,
25/12/2020 07:10,970.25,62.34,0.05,0.75,4.8,97.39,0.5,747,747,
25/12/2020 07:15,970.19,62.28,0.04,0.5,4.8,97.22,0.55,746,746,
25/12/2020 07:20,970.28,62.33,0.05,0.5,4.8,96.39,0.65,745,745,
25/12/2020 07:25,970.26,62.3,0.06,0.75,4.8,97.32,0.49,746,746,
25/12/2020 07:30,970.36,62.23,0.04,0.75,4.8,97.61,0.49,746,746,
25/12/2020 07:35,970.34,62.26,0.03,0.75,4.8,97.66,0.49,746,746,
25/12/2020 07:40,970.36,62.3,0.02,0.75,4.8,97.18,0.57,747,747,
25/12/2020 07:45,970.29,62.33,0.04,0.75,4.8,96.94,0.62,748,748,
25/12/2020 07:50,970.28,62.37,0.08,0.75,4.8,96.44,0.65,746,746,
25/12/2020 07:55,970.39,62.36,0.11,0.75,4.8,96.73,0.61,746,746,
25/12/2020 08:00,970.42,62.25,0.12,0.75,4.8,97.27,0.52,746,746,
25/12/2020 08:05,970.43,62.21,0.11,0.75,4.8,97.16,0.55,744,744,
25/12/2020 08:10,970.56,62.18,0.1,0.75,4.8,97.66,0.48,746,746,
25/12/2020 08:15,970.71,62.19,0.08,0.75,4.8,97.8,0.46,745,745,
25/12/2020 08:20,970.73,62.23,0.07,0.75,4.8,97.89,0.48,745,745,
25/12/2020 08:25,970.85,62.29,0.09,0.75,4.8,97.58,0.53,745,745,
25/12/2020 08:30,970.82,62.3,0.12,0.75,4.8,97.94,0.52,742,742,
25/12/2020 08:35,970.81,62.25,0.15,0.75,4.8,98.05,0.5,741,741,
25/12/2020 08:40,970.95,62.23,0.17,0.75,4.8,98.33,0.49,743,743,
25/12/2020 08:45,971.04,62.31,0.2,0.75,4.8,98.1,0.57,744,744,
25/12/2020 08:50,970.96,62.33,0.26,0.75,4.8,97.78,0.58,743,743,
25/12/2020 08:55,970.91,62.28,0.31,1,4.8,98.22,0.58,746,746,
25/12/2020 09:00,970.85,62.3,0.35,1,4.8,97.33,0.69,745,745,
25/12/2020 09:05,971.03,62.36,0.41,1,4.8,97.71,0.7,807,807,
25/12/2020 09:10,970.86,62.45,0.49,1.25,4.8,97.23,0.77,744,744,
25/12/2020 09:15,970.9,62.45,0.58,1.25,4.8,97.3,0.8,744,744,
25/12/2020 09:20,970.79,62.52,0.69,1.25,4.8,96.79,0.88,744,744,
25/12/2020 09:25,970.72,62.49,0.83,1.25,4.8,96.17,0.92,746,746,
25/12/2020 09:30,970.73,62.5,0.93,1.5,4.8,95.74,1.01,748,748,
25/12/2020 09:35,970.85,62.57,1.09,1.75,4.8,95.16,1.13,740,740,
25/12/2020 09:40,970.59,62.27,1.34,2,4.8,95.32,1,740,740,
25/12/2020 09:45,970.56,61.77,1.39,2,4.8,95.23,0.99,746,746,
25/12/2020 09:50,970.58,61.53,1.34,2,4.8,95.57,0.89,743,743,
25/12/2020 09:55,970.76,61.62,1.25,2,4.8,95.83,0.9,744,744,
25/12/2020 10:00,970.67,61.76,1.19,1.75,4.8,95.76,0.89,741,741,
25/12/2020 10:05,970.82,61.84,1.15,1.75,4.8,96.23,0.86,728,728,
25/12/2020 10:10,970.91,61.6,1.06,1.75,4.8,96.86,0.76,732,732,
25/12/2020 10:15,971.16,61.84,0.95,1.5,4.8,96.52,0.85,726,726,
25/12/2020 10:20,971.24,62.11,0.93,1.5,4.8,96.58,0.86,735,735,
25/12/2020 10:25,971.29,62.16,0.95,1.5,4.8,96.55,0.9,742,742,
25/12/2020 10:30,971.44,62.39,0.99,1.5,4.8,96.12,1.01,741,741,
25/12/2020 10:35,971.45,62.77,1.17,1.75,4.8,95.83,1.07,742,742,
25/12/2020 10:40,971.29,62.43,1.3,1.75,4.8,96.28,0.92,742,742,
25/12/2020 10:45,971.4,62.33,1.35,1.75,4.8,95.89,1.04,743,743,
25/12/2020 10:50,971.26,62.47,1.41,2,4.8,95.78,1.05,743,743,
25/12/2020 10:55,971.28,62.53,1.52,2,4.8,94.9,1.19,741,741,
25/12/2020 11:00,971.18,62.36,1.67,2.25,4.8,95.21,1.08,742,742,
25/12/2020 11:05,971.19,62.25,1.74,2.25,4.8,94.57,1.19,733,733,
25/12/2020 11:10,971.11,62.2,1.83,2.5,4.8,94.79,1.16,742,742,
25/12/2020 11:15,971.07,62.24,1.98,2.5,4.8,94.4,1.22,740,740,
25/12/2020 11:20,971.13,62.49,2.21,2.75,4.8,93.43,1.4,738,738,
25/12/2020 11:25,971.2,62.46,2.56,3,4.8,93.36,1.54,736,736,
25/12/2020 11:30,971.51,62.25,2.95,3.5,4.8,92.14,1.84,739,739,
25/12/2020 11:35,970.77,60.84,3.28,4,4.8,93.77,1.32,733,733,
25/12/2020 11:40,971.01,60.06,3.08,3.75,4.8,94.18,1.3,721,721,
25/12/2020 11:45,971.18,60.6,2.82,3.5,4.8,93.25,1.47,732,732,
25/12/2020 11:50,971.37,61.22,2.75,3.25,4.8,93.62,1.53,740,740,
25/12/2020 11:55,971.47,61.48,2.91,3.5,4.8,93.3,1.57,741,741,
25/12/2020 12:00,971.42,61.25,3.06,3.5,4.8,92.83,1.76,740,740,
25/12/2020 12:05,971.33,61.64,3.55,4,4.8,92.43,1.69,736,736,
25/12/2020 12:10,971.36,59.91,3.64,4.25,4.78,93.31,1.61,741,741,
25/12/2020 12:15,971.48,60.29,3.52,4,4.8,92.95,1.67,738,738,
25/12/2020 12:20,971.2,59.94,3.46,4,4.78,93.53,1.39,743,743,
25/12/2020 12:25,971.75,60.43,3.33,4,4.8,92.66,1.84,744,744,
25/12/2020 12:30,971.52,60.42,3.37,4,4.8,92.52,1.74,745,745,
25/12/2020 12:35,971.53,60.33,3.33,3.75,4.8,92.63,1.73,744,744,
25/12/2020 12:40,971.58,60.74,3.28,4,4.8,91.88,1.78,746,746,
25/12/2020 12:45,971.47,60.46,3.22,3.75,4.8,92.53,1.69,754,754,
25/12/2020 12:50,971.95,62.98,3.57,4.25,4.8,90.17,2.13,747,747,
25/12/2020 12:55,971.53,60.84,4.12,4.75,4.8,91.57,1.97,749,749,
25/12/2020 13:00,971.6,60.24,4.16,4.75,4.8,91.25,1.78,757,757,
25/12/2020 13:05,971.86,59.99,3.93,4.5,4.79,92.98,1.82,760,760,
25/12/2020 13:10,971.74,60.13,3.71,4.25,4.78,92.64,1.69,849,849,
25/12/2020 13:15,971.79,60.58,3.56,4,4.8,92.75,1.73,756,756,
25/12/2020 13:20,971.75,60.82,3.44,4,4.8,92.99,1.67,832,832,
25/12/2020 13:25,971.84,61.01,3.43,4,4.8,93.56,1.59,751,751,
25/12/2020 13:30,971.63,61.04,3.44,4,4.8,93.93,1.51,751,751,
25/12/2020 13:35,971.57,60.77,3.34,4,4.8,94.64,1.34,748,748,
25/12/2020 13:40,971.93,60.8,3.19,3.75,4.8,95.76,1.36,748,748,
25/12/2020 13:45,971.69,61,3.16,3.75,4.8,95.42,1.24,749,749,
25/12/2020 13:50,971.79,61.21,3.18,3.75,4.8,95.39,1.23,748,748,
25/12/2020 13:55,971.81,61.23,3.25,3.75,4.8,95.62,1.36,748,748,
25/12/2020 14:00,971.99,61,3.22,3.75,4.8,95.68,1.32,748,748,
25/12/2020 14:05,971.83,61,3.19,3.75,4.8,96.11,1.01,747,747,
25/12/2020 14:10,972,61.62,3.23,3.75,4.8,94.87,1.32,746,746,
25/12/2020 14:15,972.05,61.76,3.54,4,4.8,94.38,1.51,747,747,
25/12/2020 14:20,972.22,61.78,3.85,4.5,4.8,92.57,1.84,747,747,
25/12/2020 14:25,971.92,60.92,4.28,4.75,4.8,94.09,1.63,746,746,
25/12/2020 14:30,972.44,60.58,4.24,4.75,4.8,92.03,1.94,747,747,
25/12/2020 14:35,971.75,60.48,4.68,5.25,4.8,92.94,1.66,748,748,
25/12/2020 14:40,971.94,59.67,4.51,5,4.79,93.53,1.49,748,748,
25/12/2020 14:45,972.23,59.61,4.17,4.75,4.79,94.45,1.35,748,748,
25/12/2020 14:50,972.28,60.16,3.88,4.5,4.78,93.85,1.44,748,748,
25/12/2020 14:55,972.52,60.75,3.77,4.5,4.8,93.43,1.69,749,749,
25/12/2020 15:00,972.49,60.61,3.74,4.25,4.8,94.54,1.39,750,750,
25/12/2020 15:05,972.38,60.97,3.73,4.5,4.8,93.58,1.32,749,749,
25/12/2020 15:10,972.61,61.08,3.71,4.25,4.8,94.18,1.5,751,751,
25/12/2020 15:15,972.51,61.19,3.84,4.5,4.8,93.53,1.38,750,750,
25/12/2020 15:20,972.79,61.04,3.93,4.5,4.8,93.94,1.55,750,750,
25/12/2020 15:25,972.68,61.3,4.04,4.75,4.8,92.96,1.54,750,750,
25/12/2020 15:30,972.81,60.72,4.02,4.75,4.8,92.64,1.43,752,752,
25/12/2020 15:35,973.18,61.25,3.98,4.5,4.8,92.09,1.85,751,751,
25/12/2020 15:40,972.78,61.38,4.24,4.75,4.8,92.91,1.53,756,756,
25/12/2020 15:45,973.48,61.5,4.38,5,4.8,91.42,2.16,767,767,
25/12/2020 15:50,972.67,60.75,4.73,5.25,4.8,92.52,1.39,758,758,
25/12/2020 15:55,972.85,59.45,4.38,5,4.79,94.5,1.08,776,776,
25/12/2020 16:00,973.14,59.56,3.84,4.5,4.79,94.67,1.05,760,760,
25/12/2020 16:05,973.2,60.22,3.49,4,4.78,94.38,1.13,765,765,
25/12/2020 16:10,973.34,60.32,3.25,3.75,4.78,95.14,0.89,781,781,
25/12/2020 16:15,973.78,60.91,3.08,3.75,4.8,94.1,1.16,761,761,
25/12/2020 16:20,973.95,61.88,3.25,3.75,4.8,92.18,1.53,761,761,
25/12/2020 16:25,974.09,62.41,3.67,4.25,4.8,91.14,1.92,761,761,
25/12/2020 16:30,973.74,61.88,4.15,4.75,4.8,91.21,1.61,759,759,
25/12/2020 16:35,973.57,60.14,4.14,4.75,4.78,94.38,1.05,758,758,
25/12/2020 16:40,973.87,60.4,3.83,4.5,4.78,93.66,1.15,758,758,
25/12/2020 16:45,973.99,60.37,3.61,4.25,4.78,94.64,1.09,758,758,
25/12/2020 16:50,974.31,60.84,3.41,4,4.8,94.45,1.15,759,759,
25/12/2020 16:55,974.22,61.13,3.44,4,4.8,94.07,1.05,758,758,
25/12/2020 17:00,974.48,61.6,3.51,4,4.8,93.63,1.28,759,759,
25/12/2020 17:05,974.37,60.89,3.53,4,4.8,95.67,0.9,758,758,
25/12/2020 17:10,974.37,60.78,3.39,4,4.8,95.66,0.8,758,758,
25/12/2020 17:15,974.48,60.59,3.16,3.75,4.79,96.37,0.65,759,759,
25/12/2020 17:20,974.44,60.46,2.94,3.5,4.78,97.54,0.42,760,760,
25/12/2020 17:25,974.55,61.18,2.73,3.25,4.8,96.3,0.57,761,761,
25/12/2020 17:30,974.58,61.28,2.69,3.25,4.8,96.65,0.57,759,759,
25/12/2020 17:35,974.69,60.94,2.55,3.25,4.8,97.33,0.67,763,763,
25/12/2020 17:40,974.94,62.17,2.6,3.25,4.8,95.31,1.19,765,765,
25/12/2020 17:45,974.72,62.18,2.98,3.5,4.8,95.3,0.93,769,769,
25/12/2020 17:50,974.47,60.59,2.97,3.5,4.8,97.22,0.63,768,768,
25/12/2020 17:55,974.72,60.31,2.53,3.25,4.78,97.3,0.67,766,766,
25/12/2020 18:00,974.87,60.82,2.25,2.75,4.8,97.34,0.85,771,771,
25/12/2020 18:05,974.73,61.19,2.2,2.75,4.8,97.55,0.63,771,771,
25/12/2020 18:10,975.25,61.59,2.14,2.75,4.8,97.39,0.9,775,775,
25/12/2020 18:15,975.14,62.17,2.39,3,4.8,96.8,0.9,774,774,
25/12/2020 18:20,975.05,61.87,2.64,3.25,4.8,96.68,0.94,776,776,
25/12/2020 18:25,974.83,61.2,2.73,3.25,4.8,96.95,0.81,775,775,
25/12/2020 18:30,974.97,60,2.36,3,4.78,98.71,0.62,772,772,
25/12/2020 18:35,975.2,60.64,1.9,2.5,4.77,97.77,0.78,769,769,
25/12/2020 18:40,975.75,62.53,1.89,2.5,4.8,96.09,1.34,782,782,
25/12/2020 18:45,975.42,62.67,2.41,3,4.8,95.52,1.24,782,782,
25/12/2020 18:50,975.46,61.97,2.67,3.25,4.8,95.74,1.26,774,774,
25/12/2020 18:55,975.48,61.74,2.78,3.5,4.8,95.01,1.42,770,770,
25/12/2020 19:00,975.19,61.06,2.81,3.5,4.8,96.17,1.12,767,767,
25/12/2020 19:05,975.6,61.01,2.6,3.25,4.8,96.19,1.3,766,766,
25/12/2020 19:10,975.37,60.29,2.43,3,4.78,98.47,0.74,796,796,
25/12/2020 19:15,975.63,59.99,1.86,2.5,4.79,98.79,0.42,784,784,
25/12/2020 19:20,975.78,60.37,1.36,2,4.78,99.87,0.31,865,865,
25/12/2020 19:25,975.78,60.55,0.98,1.5,4.78,99.99,0.12,767,767,
25/12/2020 19:30,976.05,61.07,0.73,1.25,4.79,99.99,0.29,9999,9999,
25/12/2020 19:35,976.22,61.81,0.74,1.25,4.8,99.63,0.5,761,761,
25/12/2020 19:40,975.99,62.17,1.02,1.5,4.8,98.87,0.46,769,769,
25/12/2020 19:45,975.9,61.15,1.02,1.75,4.79,99.91,0.23,767,767,
25/12/2020 19:50,976.14,60.94,0.77,1.25,4.79,99.99,0.15,775,775,
25/12/2020 19:55,976.26,61.33,0.6,1.25,4.79,99.99,0.18,766,766,
25/12/2020 20:00,976.44,61.46,0.52,1,4.79,99.99,0.21,769,769,
25/12/2020 20:05,976.64,61.62,0.46,1,4.79,99.99,0.34,769,769,
25/12/2020 20:10,976.48,61.73,0.47,1,4.79,99.99,0.3,769,769,
25/12/2020 20:15,976.56,61.6,0.46,1,4.79,99.99,0.26,769,769,
25/12/2020 20:20,976.57,61.65,0.42,1,4.79,99.99,0.31,766,766,
25/12/2020 20:25,976.68,61.88,0.45,1,4.8,99.99,0.38,767,767,
25/12/2020 20:30,976.69,61.91,0.54,1.25,4.8,99.99,0.42,766,766,
25/12/2020 20:35,976.74,61.73,0.6,1.25,4.79,99.99,0.33,767,767,
25/12/2020 20:40,976.84,61.49,0.53,1,4.79,99.99,0.39,768,768,
25/12/2020 20:45,976.89,61.71,0.5,1,4.79,99.99,0.39,767,767,
25/12/2020 20:50,977.18,61.7,0.5,1.25,4.79,99.99,0.49,769,769,
25/12/2020 20:55,977.25,61.86,0.51,1,4.8,99.99,0.62,767,767,
25/12/2020 21:00,977.5,62.16,0.64,1.25,4.8,99.99,0.72,769,769,
25/12/2020 21:05,977.47,62.14,0.82,1.25,4.8,99.99,0.67,769,769,
25/12/2020 21:10,977.5,61.74,0.87,1.5,4.79,99.99,0.73,768,768,
25/12/2020 21:15,977.71,61.67,0.85,1.5,4.8,99.99,0.73,770,770,
25/12/2020 21:20,977.8,61.64,0.85,1.5,4.79,99.99,0.67,771,771,
25/12/2020 21:25,977.83,61.6,0.83,1.5,4.79,99.99,0.66,769,769,
25/12/2020 21:30,977.85,61.47,0.78,1.5,4.79,99.99,0.69,771,771,
25/12/2020 21:35,977.88,61.83,0.8,1.5,4.79,99.99,0.84,770,770,
25/12/2020 21:40,977.89,61.79,0.84,1.5,4.8,99.99,0.86,770,770,
25/12/2020 21:45,977.82,61.84,0.93,1.5,4.8,99.99,0.82,769,769,
25/12/2020 21:50,977.89,61.57,0.97,1.5,4.79,99.99,0.74,769,769,
25/12/2020 21:55,978.05,61.4,0.9,1.5,4.79,99.99,0.66,769,769,
25/12/2020 22:00,978.15,62.03,0.93,1.5,4.8,99.99,0.89,768,768,
25/12/2020 22:05,978.27,62.07,1.07,1.75,4.8,99.98,1.05,768,768,
25/12/2020 22:10,978.18,61.95,1.21,1.75,4.8,99.99,1.04,768,768,
25/12/2020 22:15,978.18,61.61,1.3,1.75,4.8,99.99,0.8,768,768,
25/12/2020 22:20,978.22,61.37,1.25,1.75,4.79,99.99,0.77,767,767,
25/12/2020 22:25,978.35,61.09,1.09,1.75,4.79,99.99,0.69,768,768,
25/12/2020 22:30,978.59,61.12,0.91,1.5,4.79,99.99,0.66,768,768,
25/12/2020 22:35,978.42,61.35,0.82,1.5,4.79,99.99,0.61,769,769,
25/12/2020 22:40,978.64,61.22,0.7,1.25,4.79,99.99,0.48,773,773,
25/12/2020 22:45,978.79,61.54,0.6,1,4.79,99.99,0.62,769,769,
25/12/2020 22:50,978.8,61.47,0.61,1.25,4.79,99.99,0.43,770,770,
25/12/2020 22:55,978.97,61.37,0.51,1,4.79,99.99,0.41,768,768,
25/12/2020 23:00,979.06,61.39,0.4,1,4.79,99.99,0.45,768,768,
25/12/2020 23:05,979.22,61.5,0.31,0.75,4.79,99.99,0.39,766,766,
25/12/2020 23:10,979.31,61.57,0.24,0.75,4.79,99.99,0.45,768,768,
25/12/2020 23:15,979.57,61.59,0.19,0.75,4.79,99.99,0.39,767,767,
25/12/2020 23:20,979.6,61.67,0.15,0.75,4.8,99.99,0.41,765,765,
25/12/2020 23:25,979.72,61.7,0.14,0.75,4.79,99.99,0.42,763,763,
25/12/2020 23:30,979.81,61.68,0.11,0.75,4.79,99.99,0.33,765,765,
25/12/2020 23:35,979.9,61.66,0.08,0.75,4.79,99.99,0.31,767,767,
25/12/2020 23:40,979.96,61.68,0.06,0.75,4.79,99.99,0.34,763,763,
25/12/2020 23:45,980.05,61.71,0.05,0.5,4.8,99.99,0.34,762,762,
25/12/2020 23:50,980.08,61.69,0.04,0.75,4.79,99.99,0.27,766,766,
25/12/2020 23:55,980.2,61.7,0.04,0.75,4.79,99.99,0.35,766,766,
26/12/2020 00:00,980.2,61.71,0.05,0.75,4.79,99.99,0.33,769,769,
26/12/2020 00:05,980.33,61.67,0.05,0.75,4.79,99.99,0.31,765,765,
26/12/2020 00:10,980.45,61.7,0.04,0.5,4.79,99.99,0.29,768,768,
26/12/2020 00:15,980.54,61.67,0.04,0.75,4.79,99.99,0.25,764,764,
26/12/2020 00:20,980.64,61.59,0,0.5,4.79,99.99,0.21,761,761,
26/12/2020 00:25,980.63,61.52,-0.06,0.5,4.79,99.99,0.06,755,755,
26/12/2020 00:30,980.75,61.49,-0.15,0.5,4.79,99.99,0.02,772,772,
26/12/2020 00:35,980.75,61.54,-0.22,0.25,4.79,99.99,-0.09,757,757,
26/12/2020 00:40,980.8,61.54,-0.3,0.25,4.79,99.99,-0.13,771,771,
26/12/2020 00:45,980.8,61.51,-0.38,0.25,4.79,99.99,-0.25,743,743,
26/12/2020 00:50,980.81,61.42,-0.48,0,4.79,99.99,-0.42,745,745,
26/12/2020 00:55,980.99,61.5,-0.55,0,4.79,99.99,-0.42,746,746,
26/12/2020 01:00,981.03,61.56,-0.62,0,4.79,99.99,-0.47,758,758,
26/12/2020 01:05,981.05,61.6,-0.68,0,4.79,99.99,-0.46,756,756,
26/12/2020 01:10,981.12,61.59,-0.74,-1.75,4.79,99.99,-0.48,758,758,
26/12/2020 01:15,981.07,61.61,-0.78,-1.75,4.79,99.99,-0.52,773,773,
26/12/2020 01:20,981.18,61.64,-0.83,-1.75,4.79,99.99,-0.55,757,757,
26/12/2020 01:25,981.26,61.7,-0.86,-1.75,4.79,99.99,-0.52,762,762,
26/12/2020 01:30,981.34,61.75,-0.88,-1.75,4.79,99.99,-0.5,759,759,
26/12/2020 01:35,981.53,61.82,-0.87,-1.75,4.79,99.99,-0.46,777,777,
26/12/2020 01:40,981.69,61.87,-0.85,-1.75,4.79,99.99,-0.4,762,762,
26/12/2020 01:45,981.66,61.88,-0.82,-1.75,4.79,99.99,-0.31,757,757,
26/12/2020 01:50,981.64,61.86,-0.78,0,4.79,99.99,-0.31,771,771,
